Sentence	ID	表層形	原形	品詞
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"明日"	"明日"	"名詞-副詞可能"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"の"	"の"	"助詞-連体化"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"夜"	"夜"	"名詞-副詞可能"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"、"	"、"	"記号-読点"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"焼き肉"	"焼き肉"	"名詞-一般"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"いこ"	"いく"	"動詞-自立"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"う"	"う"	"助動詞"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"。"	"。"	"記号-句点"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"おなか"	"おなか"	"名詞-一般"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"治っ"	"治る"	"動詞-自立"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"て"	"てる"	"動詞-非自立"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"たら"	"た"	"助動詞"
"誰か、明日の夜、焼き肉いこう。おなか治ってたら…"	189	"…"	"…"	"記号-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"人"	"人"	"名詞-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"に"	"に"	"助詞-格助詞-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"ご馳走"	"ご馳走"	"名詞-サ変接続"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"する"	"する"	"動詞-自立"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"の"	"の"	"名詞-非自立-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"が"	"が"	"助詞-格助詞-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"苦手"	"苦手"	"名詞-形容動詞語幹"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"です"	"です"	"助動詞"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"。"	"。"	"記号-句点"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"コーヒー"	"コーヒー"	"名詞-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"も"	"も"	"助詞-係助詞"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"スマート"	"スマート"	"名詞-形容動詞語幹"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"に"	"に"	"助詞-副詞化"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"おご"	"おご"	"名詞-一般"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"れ"	"れる"	"動詞-接尾"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"ない"	"ない"	"助動詞"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"29"	"29"	"名詞-数"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"歳"	"歳"	"名詞-接尾-助数詞"
"人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…"	190	"…"	"…"	"記号-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"友達"	"友達"	"名詞-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"と"	"と"	"助詞-並立助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"ランチ"	"ランチ"	"名詞-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"も"	"も"	"助詞-係助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"いい"	"いい"	"形容詞-非自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"けど"	"けど"	"助詞-接続助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"、"	"、"	"記号-読点"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"近かっ"	"近い"	"形容詞-自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"たら"	"た"	"助動詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"モーニング"	"モーニング"	"名詞-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"も"	"も"	"助詞-係助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"いい"	"いい"	"形容詞-自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"なぁ"	"なぁ"	"助詞-終助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"。"	"。"	"記号-句点"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"まったり"	"まったり"	"副詞-助詞類接続"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"過ごし"	"過ごす"	"動詞-自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"て"	"て"	"助詞-接続助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"も"	"も"	"助詞-係助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"まだ"	"まだ"	"副詞-助詞類接続"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"日"	"日"	"名詞-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"が"	"が"	"助詞-格助詞-一般"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"高い"	"高い"	"形容詞-自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"し"	"し"	"助詞-接続助詞"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"色々"	"色々"	"副詞-助詞類接続"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"できる"	"できる"	"動詞-自立"
"友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。"	191	"。"	"。"	"記号-句点"
"決めました。今年は、車の免許とります。あと、台湾行きます。"	192	"決め"	"決める"	"動詞-自立"
"決めました。今年は、車の免許とります。あと、台湾行きます。"	192	"まし"	"ます"	"助動詞"
"決めました。今年は、車の免許とります。あと、台湾行きます。"	192	"た"	"た"	"助動詞"
"決めました。今年は、車の免許とります。あと、台湾行きます。"	192	"。"	"。"	"記号-句点"
"決めました。今年は、車の免許とります。あと、台湾行きます。"	192	"今年"	"今年"	"名詞-副詞可能"
